State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
OK,164,929,false,false,47,12.9,22,25.68,91.8,185,74.97,44.8,105,84.05,7.6,8,8.04,1,true
MI,196,747,true,false,13,423.6,192,89.75,187.6,157,30.75,209.1,81,10.99,10.8,10,0.1,1,false
NE,75,520,false,true,0,466.7,72,49.76,282.7,184,92.66,134.6,117,34.29,2.0,5,8.72,0,true
IN,49,543,true,false,39,344.4,177,64.84,333.9,115,77.43,479.1,162,17.84,0.5,20,7.2,3,true
MA,61,388,false,true,27,44.8,186,11.03,439.9,123,34.96,477.9,187,61.12,0.9,0,1.83,4,true
NV,134,32,false,true,12,493.0,94,61.79,443.1,114,31.39,244.7,181,15.28,13.5,6,9.68,9,true
NV,151,131,true,true,16,9.6,186,39.33,143.5,200,90.8,164.9,11,78.83,8.7,9,3.32,0,false
IL,125,391,false,true,35,378.5,182,70.99,493.7,121,57.45,483.4,124,5.28,2.9,12,8.07,10,false
TX,31,164,false,true,41,278.0,161,69.86,423.0,151,58.35,146.0,198,38.47,19.8,1,7.36,3,false
AZ,153,569,false,false,50,67.3,36,86.17,291.9,174,61.97,167.0,15,73.16,0.6,19,8.16,4,false
LA,181,322,false,true,19,84.7,60,32.59,19.3,100,51.44,187.9,88,35.75,13.6,11,6.73,3,true
NY,124,299,true,false,21,214.1,44,22.81,253.2,34,3.23,147.7,108,98.61,6.7,20,6.04,6,true
WA,58,114,true,true,2,248.8,60,2.73,172.8,24,70.58,150.7,125,56.48,13.6,17,8.89,8,false
CA,163,350,false,true,37,162.0,10,0.43,339.5,41,99.37,241.4,117,27.42,14.3,3,1.84,0,true
TX,109,317,false,true,38,192.2,38,64.73,456.0,61,16.71,363.4,197,73.45,11.2,12,3.07,8,true
OK,52,4,true,false,1,60.6,183,0.79,191.6,169,3.62,249.8,46,18.27,10.9,11,7.81,10,true
IA,82,725,true,false,3,460.8,80,38.55,71.0,52,28.47,44.7,57,4.69,4.5,17,0.54,2,false
NC,33,179,false,false,0,70.1,42,28.51,203.5,113,69.86,129.7,127,35.99,5.5,15,5.26,7,false
TX,69,700,true,false,24,471.4,164,4.33,223.6,143,48.22,164.7,98,3.18,14.6,10,7.38,1,true
KY,110,671,true,false,36,102.3,21,38.46,263.8,159,15.42,93.8,64,31.96,8.4,8,3.21,4,false
CA,118,349,false,false,41,324.9,13,74.13,475.5,155,90.01,118.6,14,61.89,4.2,8,7.37,1,true
NE,21,244,true,true,42,160.9,74,43.79,187.1,38,41.66,361.1,172,61.57,19.7,12,4.74,1,false
AK,4,442,true,false,40,453.3,88,79.61,248.5,9,30.74,365.4,169,72.24,11.8,19,3.28,2,true
TN,62,10,true,true,27,241.0,179,43.64,490.1,27,40.64,462.0,197,45.43,11.0,11,9.9,4,true
CA,22,914,false,true,25,188.6,21,7.18,420.4,68,25.41,161.5,32,98.53,13.9,19,3.13,9,true
CA,13,137,true,true,6,454.7,113,0.99,234.3,5,9.72,382.8,173,11.93,3.6,20,2.32,5,true
CT,195,641,false,true,28,28.3,81,36.12,121.3,129,58.89,200.9,129,33.6,11.4,1,2.76,1,true
TX,9,178,false,true,5,438.9,187,77.11,198.5,101,68.63,343.0,43,85.76,13.5,3,8.51,9,false
FL,72,251,false,true,2,307.0,98,10.68,435.9,77,1.33,22.8,184,97.27,13.4,12,6.42,3,true
TX,156,609,false,false,23,430.5,187,63.07,385.4,14,85.45,454.8,54,23.79,3.8,10,0.62,8,false
MA,89,751,true,true,43,469.9,179,1.14,93.2,68,27.86,405.3,117,80.57,12.7,8,1.8,0,true
PA,96,125,false,false,21,326.2,6,48.21,284.8,146,86.11,365.6,9,81.82,18.4,15,5.77,6,false
NY,100,724,true,false,3,228.5,123,75.01,173.1,92,25.1,135.3,147,47.82,2.1,5,4.46,0,false
PA,133,413,true,false,20,52.0,115,8.14,89.4,96,70.16,454.8,110,44.61,4.8,8,9.05,8,true
FL,167,868,true,true,39,432.4,130,7.91,99.1,76,67.63,47.9,77,51.33,12.9,20,8.17,2,false
GA,7,205,false,true,42,314.7,90,91.53,88.3,198,41.64,123.2,185,99.62,12.7,16,3.49,10,true
AR,173,89,false,true,30,96.2,169,30.09,174.0,91,88.41,160.5,34,32.47,19.0,1,2.34,3,false
CA,38,526,false,true,22,218.3,100,77.81,146.1,167,59.0,340.4,137,74.68,0.5,8,4.76,6,false
DC,34,814,true,false,8,337.9,7,36.41,124.8,143,86.77,144.1,10,26.87,2.4,17,0.69,3,false
VA,53,123,false,false,4,54.7,76,38.36,121.5,59,39.71,313.6,166,68.28,3.8,3,1.08,0,true
KS,98,825,false,false,3,145.2,194,64.67,446.7,118,49.68,486.5,113,34.43,3.2,20,9.11,2,false
PA,107,637,false,true,36,282.1,153,45.35,302.8,106,30.19,99.2,59,14.25,0.9,19,2.65,5,true
MO,13,578,true,true,49,270.3,93,13.44,421.2,25,70.03,473.5,79,5.59,1.8,9,3.44,6,false
TX,70,461,false,false,11,131.8,140,94.27,68.4,193,45.13,41.4,24,55.9,16.1,18,4.65,1,false
NM,53,779,true,false,17,142.9,97,15.43,200.8,99,93.58,140.1,93,33.26,1.1,14,8.58,3,true
OH,127,775,true,false,18,17.7,30,68.21,185.4,154,97.27,418.8,118,25.98,19.2,13,9.59,8,true
CA,33,447,true,true,13,149.1,124,62.5,99.3,191,19.18,207.0,57,62.06,7.0,0,1.76,7,true
NY,151,436,true,true,32,94.5,106,33.95,459.7,140,39.06,95.4,187,1.44,2.1,14,5.39,1,true
IL,85,824,false,true,50,87.4,144,17.81,182.2,55,99.9,367.8,86,20.51,0.7,12,0.07,3,true
CA,165,373,true,true,19,135.6,181,20.57,211.1,82,42.05,343.8,167,23.68,7.7,6,4.49,2,false
TX,190,877,true,true,33,368.9,179,89.14,16.5,104,62.49,287.8,104,15.02,12.7,14,9.81,0,true
PA,200,68,false,false,26,267.8,110,20.6,195.5,43,64.51,460.2,88,94.21,0.1,20,5.0,2,false
CO,117,860,true,false,36,71.0,154,3.58,490.5,100,87.7,72.7,43,68.79,9.1,12,1.35,7,false
DC,160,924,false,true,30,247.3,8,24.29,263.6,189,51.58,360.8,186,85.84,18.2,10,6.27,4,false
DE,191,922,true,false,0,279.2,110,15.85,393.2,129,90.98,365.3,112,96.83,13.5,5,2.18,8,false
NY,170,756,true,false,18,303.2,69,70.16,324.3,152,69.99,468.9,14,57.1,12.1,7,3.23,0,true
MT,62,421,false,true,15,112.8,47,20.36,245.8,159,12.11,165.1,40,12.29,5.2,3,8.86,6,true
NY,73,66,true,true,36,370.1,100,43.2,182.1,71,75.47,228.2,127,14.13,6.5,1,3.62,5,false
NE,133,914,false,false,29,175.1,57,99.35,17.5,109,10.2,396.0,87,82.49,17.4,2,1.02,9,true
NY,185,849,false,true,21,67.3,35,56.57,436.7,178,98.47,98.0,26,32.76,18.1,3,1.57,7,false
VA,65,737,true,false,31,411.4,140,65.83,429.7,149,5.89,286.9,9,96.28,18.9,20,5.44,2,false
ID,31,881,true,true,46,4.7,198,99.25,225.6,75,87.85,309.4,182,0.8,12.2,16,8.36,1,true
LA,81,933,true,false,28,433.1,125,25.89,413.8,118,44.81,93.6,173,44.19,15.1,8,9.16,6,false
KY,110,888,true,false,7,29.3,177,30.67,242.4,196,44.89,170.8,173,94.71,18.6,7,5.52,5,false
CA,15,49,false,false,19,422.1,170,8.44,180.7,78,18.85,434.2,85,54.55,9.8,14,0.7,8,true
NY,40,610,true,false,33,356.9,80,54.9,195.8,188,49.33,238.0,50,74.59,16.1,20,4.37,4,false
LA,119,203,true,true,18,327.9,92,20.03,312.3,97,8.12,489.0,47,44.55,11.7,2,9.52,0,true
TX,111,37,false,true,2,297.9,70,65.08,67.5,142,69.85,451.6,53,33.41,0.7,1,5.08,10,false
FL,28,342,true,true,46,68.0,149,22.04,244.0,43,24.92,205.4,59,89.89,14.2,7,2.57,1,true
CA,105,599,false,false,8,411.9,181,4.42,407.7,151,37.82,177.5,140,89.98,15.8,2,0.31,3,true
MI,158,134,false,false,5,401.6,198,47.94,117.9,142,93.38,463.5,25,58.53,9.6,20,0.32,6,true
IA,186,54,true,false,8,326.9,6,15.94,207.9,47,65.05,11.9,100,32.95,17.4,16,2.03,3,true
CA,165,460,false,true,34,424.4,114,79.8,108.0,82,7.36,474.1,21,82.73,2.0,8,6.15,5,true
FL,184,180,true,true,30,70.6,93,13.93,168.8,86,47.31,67.0,47,94.81,18.0,10,8.76,8,true
NY,85,53,false,false,42,283.3,95,57.9,401.3,152,64.58,379.2,52,66.72,10.7,2,1.34,3,true
UT,42,150,false,false,19,227.6,32,79.37,178.0,68,33.96,63.5,64,2.53,12.3,9,5.79,2,false
NC,154,359,false,true,4,471.3,156,59.7,41.7,77,28.98,456.3,8,40.99,4.5,11,2.53,1,true
OK,119,134,false,true,8,79.2,33,4.89,145.1,41,51.15,254.4,95,18.52,16.7,12,7.18,1,false
FL,147,475,true,false,42,478.8,130,77.73,111.9,81,69.53,231.4,36,17.52,19.2,15,1.57,0,true
DC,137,279,true,true,3,72.2,124,89.16,273.6,117,6.38,40.5,66,77.38,8.9,4,3.17,6,true
VA,14,980,false,true,31,25.8,132,18.14,182.6,40,70.25,411.0,0,11.84,10.4,4,9.12,10,true
NY,143,227,false,false,38,276.2,52,26.3,113.3,103,35.52,389.5,5,0.69,7.0,11,1.11,2,false
MD,51,752,false,false,34,226.5,40,54.66,295.8,124,8.38,185.8,7,10.0,2.1,2,2.22,7,true
TX,1,170,true,true,38,35.2,171,94.7,221.1,102,97.62,15.3,35,75.42,2.5,5,6.93,1,false
MI,78,128,false,false,9,367.6,51,30.09,397.7,26,8.08,224.4,64,36.09,14.8,2,8.06,6,false
MI,78,444,false,false,27,29.1,71,47.41,126.7,199,55.22,446.8,121,15.58,8.6,20,2.56,0,false
TX,53,318,true,true,39,202.8,3,92.56,394.9,191,75.99,460.4,140,57.87,15.5,20,7.4,5,false
MI,91,44,false,true,36,213.4,42,41.79,104.6,25,93.68,408.2,110,46.43,13.7,5,5.89,9,true
NC,53,64,false,true,11,265.3,140,16.09,346.7,129,83.05,30.3,19,59.03,13.8,18,7.56,6,false
DC,148,932,false,false,35,172.4,125,17.72,192.6,5,53.45,185.5,95,59.38,9.1,15,1.54,5,false
CA,155,117,true,false,8,423.0,163,51.39,303.7,197,97.78,255.6,158,8.29,18.3,1,3.28,8,true
CA,75,487,true,false,37,330.8,200,80.34,44.8,178,74.55,420.0,118,86.01,0.4,1,7.06,0,true
NC,22,940,true,true,0,188.8,69,4.83,169.8,71,89.38,61.0,11,55.96,13.1,7,4.21,9,false
CT,7,132,false,false,14,35.6,199,49.2,235.1,74,1.27,187.3,196,64.14,0.8,19,5.65,2,false
PA,0,102,true,true,22,61.1,65,67.7,135.4,57,18.81,345.7,146,48.29,2.8,20,9.11,3,false
LA,114,773,true,true,36,187.0,106,24.48,250.5,175,22.13,414.4,40,21.76,8.3,1,8.44,3,false
VA,65,624,false,true,10,112.2,85,86.97,260.5,100,56.41,272.1,137,38.35,10.1,1,3.36,9,false
FL,5,859,false,true,7,161.4,169,90.6,50.8,11,26.93,265.5,50,23.52,19.4,8,0.83,0,true
DC,14,448,false,false,20,144.4,0,67.75,412.9,140,11.74,493.6,81,32.4,3.7,1,6.6,8,true
NJ,17,294,false,true,31,175.3,175,84.01,447.3,120,26.63,438.7,188,72.07,14.2,5,7.91,8,false
FL,87,368,false,false,40,108.7,105,85.11,194.3,200,90.47,17.9,184,3.54,1.6,4,4.15,8,false
IA,132,515,false,true,22,396.8,140,50.44,331.9,162,82.83,498.2,88,73.6,18.4,16,2.73,4,false
MA,117,533,false,false,15,19.3,2,36.95,375.3,5,16.12,164.0,177,76.51,2.9,9,3.89,2,false
TX,62,213,false,true,42,67.4,193,77.48,428.0,17,68.76,140.6,195,19.12,8.0,12,1.2,7,false
OH,117,699,true,false,50,308.8,52,61.58,267.2,37,30.73,203.2,113,57.3,8.6,10,6.17,2,true
TX,138,471,true,false,3,117.9,178,97.19,457.0,51,52.89,142.9,14,95.98,8.0,7,7.14,0,false
MN,36,46,true,false,36,240.8,49,31.73,326.1,133,65.41,261.2,118,37.95,12.8,0,2.07,7,false
CA,70,239,true,false,16,320.8,186,56.19,355.0,184,54.74,234.1,199,81.8,17.9,14,3.87,6,true
FL,169,7,false,true,19,207.1,165,25.36,392.2,103,34.76,167.1,77,91.36,16.3,7,7.89,5,false
CA,171,971,false,false,40,322.9,74,96.52,117.1,5,15.32,401.3,150,16.28,5.0,8,3.39,9,true
FL,65,8,true,false,20,227.8,91,7.32,488.6,145,32.99,33.8,95,28.78,19.5,20,3.96,6,true
TN,73,358,true,true,22,129.4,194,40.79,23.7,110,61.63,375.0,199,45.2,6.9,7,7.31,5,true
NE,113,35,true,true,27,171.5,170,25.25,213.7,163,32.71,427.1,70,81.46,19.7,0,2.53,10,true
VA,131,317,true,false,18,351.4,171,41.33,452.8,60,0.9,397.3,9,68.42,11.9,19,4.74,9,false
TX,86,568,true,false,25,78.4,135,21.97,134.8,129,48.8,411.5,159,85.11,12.8,20,0.06,10,true
VA,141,487,true,false,26,72.0,73,43.14,345.7,61,60.6,232.8,109,22.02,4.3,10,4.62,8,true
OH,40,613,true,true,48,428.7,65,16.25,281.8,121,74.09,288.3,17,97.06,7.3,20,0.31,0,false
PA,113,541,true,true,13,365.2,5,26.3,63.8,78,40.83,486.5,58,75.29,3.9,13,8.85,8,false
NY,42,56,false,false,23,199.5,57,75.56,230.3,7,69.28,40.0,53,33.39,4.9,7,4.11,9,false
TX,19,77,true,false,15,474.7,100,6.53,479.1,23,97.87,317.1,160,18.05,13.7,10,3.34,7,false
NY,170,370,true,true,4,217.8,100,91.56,0.6,24,33.64,93.5,119,68.52,6.2,2,3.49,8,false
PA,161,931,true,true,39,145.9,9,15.72,189.0,146,77.4,52.3,142,27.72,17.6,17,9.53,7,false
WA,32,539,false,false,37,74.6,192,41.1,295.5,87,87.29,379.2,107,98.66,4.9,3,5.0,0,true
CA,77,993,true,false,7,311.1,73,24.0,141.5,127,17.51,381.9,178,83.73,0.9,19,6.32,0,true
MA,34,580,true,true,41,265.1,138,70.27,291.7,54,11.24,318.5,71,31.95,16.2,15,8.06,0,false
NJ,179,490,true,true,50,415.5,2,57.46,44.2,125,54.85,180.4,199,62.59,3.0,19,8.85,9,true
MA,10,423,false,true,48,164.1,166,26.12,410.5,33,12.36,295.3,78,59.0,16.2,3,7.88,4,true
VA,72,241,false,false,16,69.2,51,71.12,176.5,183,6.95,493.6,193,56.26,8.6,7,2.65,2,true
TN,194,199,true,false,42,148.0,169,53.16,211.3,16,6.58,468.7,161,0.26,2.5,16,7.57,2,false
GA,184,303,false,true,8,373.2,51,15.85,412.3,40,20.63,267.0,170,81.68,15.8,11,8.5,8,true
CA,54,44,true,false,49,464.0,49,46.01,387.2,14,2.35,207.6,70,4.31,2.7,20,0.29,10,false
CA,60,615,false,false,32,65.1,25,66.65,21.8,3,99.91,401.9,64,18.59,10.4,5,1.37,9,true
NY,124,471,true,true,50,278.1,61,93.92,109.6,36,84.91,484.9,187,59.45,11.1,19,6.27,1,true
WV,198,418,true,true,3,110.2,155,2.83,258.4,38,32.8,499.8,160,90.7,1.8,2,3.92,6,true
GA,76,121,true,false,23,223.8,129,54.81,71.8,65,96.87,335.5,85,73.93,11.3,11,1.97,7,true
CA,92,987,false,true,11,202.4,48,7.26,56.7,40,69.5,450.6,100,92.55,10.7,4,8.99,10,false
AZ,38,612,false,false,12,79.0,107,92.5,118.8,111,98.91,288.5,64,6.12,7.1,3,7.82,10,true
FL,74,649,false,false,27,296.7,30,16.35,373.0,172,96.82,352.5,99,38.53,11.1,15,9.74,2,false
MN,116,229,true,false,14,275.2,11,4.39,78.0,189,89.14,312.2,134,20.06,0.1,1,8.34,3,false
MA,118,80,true,false,46,175.3,32,10.16,245.8,140,18.8,126.5,13,45.17,10.9,10,3.01,8,false
TX,33,389,true,true,46,354.8,88,61.96,384.0,151,80.27,103.7,171,17.33,7.7,9,0.01,10,false
NC,27,627,true,true,34,416.7,107,8.34,484.6,126,99.4,293.1,10,40.86,19.1,18,1.81,0,false
